74-W-183(n,elastic) ENDF/B-VII.1
558.473,241.726
558.714,165.136
558.883,112.919
558.991,85.9322
559.099,65.3159
559.201,50.7174
559.292,41.1974
559.396,33.3817
559.5,27.9361
559.625,23.4782
559.773,20.0179
559.942,17.4106
560.195,14.8771
560.524,12.7979
560.93,11.1373
561.417,9.81588
562.263,8.34335
563.671,6.77623
565.432,5.0113
566.081,4.08061
566.388,3.65365
566.434,3.63788
566.526,3.7096
566.619,4.00329
566.688,4.45041
566.757,5.17198
566.829,6.29876
566.901,7.90564
566.972,10.0803
567.052,13.2257
567.152,18.3093
567.3,27.764
567.52,42.2133
567.651,48.0344
567.77,49.917
567.897,48.032
568.04,41.9871
568.343,25.0743
568.462,19.8795
568.548,17.2188
568.617,15.7859
568.702,14.9265
568.719,14.887
568.788,15.2105
568.86,16.4825
568.931,18.8456
569.003,22.5381
569.074,27.8304
569.145,35.0113
569.228,46.1292
569.323,62.7849
569.43,86.5031
569.772,177.425
569.905,202.073
570.032,210.832
570.152,204.096
570.29,180.876
570.653,91.7715
570.769,68.7906
570.872,53.1592
570.967,42.2144
571.062,34.1972
571.169,27.887
571.289,23.1953
571.411,20.1331
571.557,17.7579
571.8,15.3765
572.114,13.5709
572.589,11.9328
573.171,10.7203
573.847,9.81711
575.273,8.68256
577.648,7.64945
584.375,5.77618
586.243,4.93088
586.477,5.06058
586.591,5.38516
586.677,5.87542
586.763,6.70877
586.835,7.78196
586.914,9.51556
586.986,11.7474
587.067,15.1742
587.149,19.736
587.242,26.5137
587.351,36.4293
587.674,71.1112
587.808,81.2777
587.932,85.043
587.944,85.0772
588.059,82.5152
588.189,74.0477
588.562,38.3128
588.683,29.0842
588.788,22.9305
588.88,18.9739
588.983,15.7413
589.087,13.5308
589.19,12.0392
589.356,10.5735
589.618,9.36895
589.909,8.64245
590.297,8.03945
591.002,7.37732
592.354,6.6703
599.175,4.55489
600.368,4.21235
600.462,4.20806
600.815,4.2946
601.059,4.54822
601.222,4.91932
601.341,5.39273
601.455,6.12301
601.549,7.07078
601.644,8.5016
601.729,10.4013
601.805,12.776
601.881,16.0169
601.962,20.7534
602.046,27.2929
602.129,35.9069
602.224,48.7391
602.333,67.4347
602.479,98.5767
602.75,161.476
602.879,183.421
603.009,194.026
603.052,194.529
603.156,189.541
603.288,172.183
603.513,126.161
603.71,85.6036
603.838,64.53
603.949,50.4153
604.055,40.2452
604.161,32.7853
604.28,26.8551
604.409,22.4985
604.56,19.0961
604.75,16.3426
605.017,13.8921
605.327,12.0508
605.793,10.218
606.588,8.06161
606.859,7.45276
607.045,7.2485
607.163,7.40855
607.265,7.90456
607.344,8.64498
607.437,10.0473
607.529,12.1835
607.622,15.1808
607.733,19.9738
607.904,29.406
608.129,42.0553
608.271,47.1352
608.379,48.376
608.503,46.8317
608.646,41.749
609.0,24.6819
609.149,19.2098
609.262,16.2554
609.403,13.7538
609.557,12.0919
609.768,10.8627
610.021,10.0842
610.64,9.10836
611.855,8.17771
613.533,7.4995
616.272,6.85546
623.68,5.84276
633.121,4.68539
636.346,4.10444
638.765,3.47274
640.646,2.76163
641.963,2.18337
642.393,2.09069
642.635,2.13463
642.85,2.30442
643.011,2.58852
643.119,2.9131
643.226,3.42166
643.32,4.11043
643.401,4.98588
643.468,6.0135
643.535,7.42553
643.6,9.27775
643.664,11.7881
643.729,15.1728
643.793,19.6997
643.86,25.9757
643.928,34.2565
643.99,44.0393
644.065,59.2949
644.148,81.1719
644.237,110.9
644.342,154.895
644.495,233.899
644.747,371.622
644.893,426.732
645.026,445.957
645.037,446.009
645.167,429.087
645.323,372.648
645.689,187.673
645.812,137.91
645.915,104.91
646.009,81.8584
646.102,64.7427
646.196,51.9831
646.29,42.7731
646.398,35.3768
646.529,29.3594
646.67,25.1165
646.834,21.8123
647.069,18.6982
647.392,15.9499
647.795,13.7408
648.333,11.86
649.098,10.2082
650.12,8.88391
651.557,7.77636
653.654,6.82552
657.309,5.85131
667.528,3.96514
669.735,3.35074
670.956,2.82634
671.779,2.29784
672.169,1.99614
672.361,1.9221
672.454,1.96819
672.546,2.13231
672.624,2.42051
672.685,2.80155
672.747,3.36959
672.804,4.1203
672.86,5.11075
672.916,6.42216
672.972,8.12295
673.038,10.7798
673.105,14.2257
673.182,19.3011
673.271,26.7878
673.375,37.9201
673.528,57.8014
673.759,88.9976
673.893,102.053
674.024,107.557
674.042,107.669
674.167,104.164
674.288,94.5495
674.51,67.8929
674.694,45.6293
674.814,33.9158
674.922,25.7709
675.018,20.3404
675.111,16.4792
675.214,13.4396
675.316,11.369
675.419,9.96519
675.556,8.74741
675.766,7.65642
676.057,6.78807
676.523,5.96493
677.072,5.35786
678.169,4.60845
679.814,3.90388
685.178,2.16254
686.354,1.67401
687.068,1.28187
687.383,1.10694
687.488,1.08818
687.593,1.13251
687.672,1.23984
687.737,1.40506
687.803,1.66718
687.869,2.05874
687.928,2.55328
687.993,3.29965
688.059,4.29643
688.126,5.6163
688.205,7.61456
688.286,10.2273
688.391,14.421
688.546,21.9809
688.779,33.5979
688.924,38.505
689.055,40.0952
689.189,38.6348
689.328,34.3471
689.704,17.9825
689.834,13.5067
689.939,10.8042
690.046,8.79087
690.154,7.42567
690.277,6.46609
690.369,6.04885
690.49,5.77018
690.608,5.70023
690.786,5.84968
691.024,6.40963
691.261,7.38839
691.478,8.76256
691.675,10.5799
691.839,12.7094
692.002,15.6772
692.15,19.4245
692.272,23.7046
692.389,29.1781
692.5,36.1329
692.608,45.2488
692.723,58.1821
692.837,75.5318
692.954,98.8591
693.083,132.473
693.23,181.637
693.46,276.534
693.731,389.03
693.895,433.624
694.046,447.629
694.196,433.122
694.382,382.487
694.823,211.878
694.999,156.974
695.154,120.248
695.298,95.2222
695.441,76.9006
695.584,63.5472
695.756,52.0711
695.945,43.2324
696.17,35.8239
696.44,29.6446
696.751,24.6773
697.144,20.3045
697.537,17.2623
697.766,16.1578
697.889,15.9377
698.061,16.3678
698.208,17.7057
698.38,20.6239
698.821,31.2926
698.99,33.2524
699.032,33.3275
699.198,31.9413
699.403,27.2895
699.732,18.3306
699.898,14.9953
700.064,12.7514
700.21,11.4897
700.357,10.671
700.649,9.71195
701.235,8.63572
702.452,7.2134
704.074,5.95792
705.807,5.02718
707.578,4.35914
709.126,4.00366
710.232,3.92833
711.438,4.11891
712.242,4.48963
713.046,5.16693
713.714,6.0944
714.333,7.40776
714.864,9.04605
715.336,11.0829
715.808,13.9148
716.221,17.3371
716.634,22.0493
717.018,28.1297
717.327,34.8084
717.644,44.0549
717.939,55.8722
718.198,69.9885
718.433,87.4599
718.651,109.247
718.858,137.347
719.038,170.568
719.219,215.418
719.392,273.878
719.547,343.589
719.72,447.211
719.905,593.958
720.115,811.583
720.634,1464.86
720.811,1631.67
721.015,1719.87
721.024,1720.75
721.201,1686.08
721.401,1540.21
722.025,832.798
722.239,640.594
722.445,500.186
722.652,397.225
722.859,322.361
723.072,265.708
723.331,216.371
723.611,178.168
723.965,144.198
724.319,120.195
724.783,97.9439
725.248,82.2389
725.867,67.4632
726.59,55.6166
727.49,45.6099
728.523,37.8654
729.703,31.8358
731.03,27.1014
732.8,22.7521
735.013,19.0726
738.11,15.5905
746.075,9.09663
747.641,7.32934
748.662,5.74532
749.44,4.16255
749.944,3.08187
750.078,2.91346
750.146,2.89417
750.246,3.01026
750.323,3.28242
750.388,3.70036
750.452,4.3633
750.506,5.16788
750.56,6.27209
750.613,7.75712
750.671,9.88961
750.732,12.8677
750.793,16.8453
750.854,22.0137
750.915,28.6119
750.985,38.2211
751.059,51.2979
751.14,69.133
751.237,96.0086
751.355,136.876
751.565,224.848
751.758,304.846
751.91,348.935
752.047,365.057
752.065,365.261
752.204,352.254
752.376,306.31
752.758,165.205
752.903,122.019
753.024,94.4412
753.145,74.0169
753.252,60.8553
753.384,49.5769
753.512,42.2217
753.639,37.1642
753.844,31.8769
754.099,27.7718
754.4,24.6049
754.9,21.2033
755.65,18.0925
756.483,15.9135
757.47,14.3925
757.799,14.2978
758.089,14.7403
758.312,15.9731
758.461,17.7924
758.591,20.6245
758.697,24.2608
758.798,29.3826
758.899,36.6313
759.001,46.5597
759.114,61.3426
759.235,82.0016
759.392,115.749
759.71,192.397
759.881,221.993
760.026,232.483
760.043,232.671
760.174,226.942
760.343,202.912
760.794,106.525
760.943,81.2166
761.079,63.7753
761.202,52.1322
761.343,42.7438
761.483,36.3975
761.672,30.9551
761.92,26.7189
762.251,23.4589
762.64,21.1353
763.223,18.9864
764.262,16.8248
765.627,15.2526
768.109,13.6753
772.578,12.1816
780.522,10.7626
800.386,8.5805
803.188,8.01241
804.802,7.34373
805.551,6.74577
806.143,6.14768
806.171,6.14468
806.346,6.36144
806.465,6.91067
806.554,7.68325
806.643,8.88976
806.738,10.7928
806.833,13.4686
806.94,17.5278
807.071,24.0287
807.284,37.3648
807.505,50.8885
807.669,57.3184
807.8,58.9102
807.938,56.939
808.089,51.1996
808.508,29.4249
808.656,23.4676
808.804,19.1615
808.953,16.2837
809.116,14.3149
809.339,12.8344
809.695,11.719
810.407,10.7379
811.453,10.056
814.229,9.28265
821.636,8.48668
842.815,6.92564
847.675,6.25113
849.362,5.79258
850.675,5.14484
850.858,5.27945
850.98,5.5774
851.102,6.14277
851.233,7.15563
851.373,8.79825
851.537,11.4411
851.92,18.6282
852.1,20.7136
852.22,21.1254
852.351,20.6303
852.55,18.374
852.953,12.1962
853.141,10.084
853.307,8.81653
853.506,7.88349
853.745,7.27345
854.2,6.72111
855.582,5.93341
858.18,4.75128
859.53,3.89432
860.475,3.1237
860.61,3.07838
860.737,3.1376
860.863,3.40039
860.948,3.77508
861.032,4.4013
861.106,5.24072
861.18,6.44803
861.253,8.13292
861.327,10.4202
861.403,13.5428
861.486,18.0011
861.574,24.1213
861.672,32.8842
861.791,46.1161
861.974,70.9348
862.237,107.724
862.392,122.638
862.541,128.032
862.551,128.041
862.675,124.447
862.829,111.724
863.097,77.5167
863.295,52.6522
863.437,38.3672
863.55,29.5125
863.664,22.8482
863.778,18.0274
863.884,14.8484
863.989,12.5831
864.116,10.7036
864.263,9.24597
864.449,8.03959
864.744,6.77815
865.217,5.3788
865.61,4.5134
865.816,4.29868
865.839,4.29727
865.976,4.44337
866.091,4.85485
866.187,5.48175
866.283,6.44306
866.39,8.00362
866.501,10.1994
866.637,13.6989
867.041,26.0777
867.202,29.2643
867.332,30.1022
867.479,29.0963
867.844,22.4962
867.94,21.9288
868.013,22.5209
868.072,23.8814
868.143,26.7659
868.213,31.2999
868.293,38.7286
868.372,48.9922
868.46,64.1142
868.557,85.5902
868.672,117.499
868.851,179.042
869.141,283.854
869.292,322.015
869.44,338.522
869.471,338.964
869.623,326.171
869.758,296.873
870.061,200.839
870.264,139.242
870.402,105.981
870.534,81.6355
870.651,65.577
870.769,53.8217
870.885,45.4584
871.024,38.4485
871.192,32.8936
871.415,28.2291
871.694,24.5892
872.044,21.6375
872.484,19.1695
873.189,16.6594
874.247,14.4372
875.628,12.7481
877.39,11.4502
880.21,10.1897
887.708,7.95847
889.853,6.96043
890.997,6.04378
891.801,5.01813
892.159,4.58045
892.248,4.57395
892.382,4.79497
892.463,5.15303
892.552,5.86768
892.624,6.77622
892.704,8.28396
892.776,10.1799
892.856,13.0998
892.936,17.0331
893.013,21.8722
893.11,29.7627
893.221,41.3463
893.353,58.6736
893.757,119.795
893.914,136.092
894.06,142.1
894.08,142.156
894.236,136.417
894.408,119.6
894.822,64.721
894.965,49.633
895.09,39.4439
895.224,31.4424
895.359,25.9105
895.493,22.2006
895.627,19.7342
895.823,17.4773
896.145,15.4656
896.574,14.0029
897.289,12.6301
898.505,11.409
900.006,10.6081
903.009,9.7776
908.397,9.0529
929.379,7.56965
934.285,6.90776
936.175,6.38144
937.458,5.75277
938.301,5.06107
938.976,4.3246
939.078,4.28674
939.229,4.42569
939.318,4.70482
939.413,5.27516
939.489,6.02139
939.565,7.11852
939.641,8.66864
939.717,10.7859
939.802,13.9959
939.888,18.2433
939.986,24.6269
940.085,32.7121
940.225,46.9746
940.637,97.1298
940.812,112.005
940.971,116.938
941.109,113.84
941.265,103.226
941.569,71.1061
941.778,49.9836
941.929,37.986
942.062,30.1498
942.195,24.5229
942.309,21.1115
942.469,17.9056
942.638,15.8426
942.891,14.0829
943.229,12.8092
943.735,11.7205
944.815,10.5162
946.03,9.82723
948.46,9.13406
953.408,8.53131
967.251,7.90492
1038.44,6.41414
1047.94,5.98934
1052.84,5.51859
1055.46,4.97147
1056.69,4.45078
1057.34,4.12519
1057.53,4.20204
1057.68,4.47105
1057.79,4.87147
1057.93,5.68567
1058.06,6.81264
1058.21,8.71136
1058.4,11.8421
1058.74,18.0479
1058.94,20.463
1059.09,21.0871
1059.25,20.4374
1059.45,17.9478
1059.89,10.6505
1060.07,8.35738
1060.2,7.17616
1060.31,6.59669
1060.41,6.40593
1060.49,6.56479
1060.58,7.13189
1060.68,8.28566
1060.76,9.77372
1060.84,11.8293
1060.94,15.1617
1061.04,20.0317
1061.16,27.2154
1061.31,38.3384
1061.73,74.9594
1061.92,85.8111
1062.07,89.2353
1062.09,89.2418
1062.25,86.1266
1062.43,76.3784
1062.89,41.438
1063.04,31.8753
1063.19,25.3017
1063.33,20.5042
1063.47,17.1632
1063.6,15.0654
1063.79,13.0623
1064.03,11.6548
1064.32,10.7004
1064.97,9.56092
1066.06,8.59982
1067.42,7.98345
1070.13,7.36001
1075.74,6.77834
1102.75,5.31066
1108.28,4.75081
1110.46,4.30466
1111.67,3.81988
1112.16,3.63419
1112.31,3.71138
1112.47,4.0046
1112.59,4.46993
1112.71,5.25374
1112.82,6.35827
1112.92,7.87029
1113.05,10.215
1113.18,13.6941
1113.37,19.6667
1113.7,31.7875
1113.9,36.7521
1114.07,38.4699
1114.08,38.4861
1114.23,37.4566
1114.4,34.0158
1114.92,18.2559
1115.1,13.9846
1115.24,11.6569
1115.38,9.81638
1115.53,8.55883
1115.67,7.72292
1115.87,7.0295
1116.23,6.36529
1117.0,5.75309
1118.39,5.20743
1122.26,4.38748
1128.28,3.21981
1133.19,2.08791
1134.22,1.9607
1134.57,1.95938
1135.07,2.02227
1135.58,2.2026
1135.96,2.45837
1136.34,2.87359
1136.68,3.4579
1136.96,4.13306
1137.23,5.07446
1137.47,6.19499
1137.69,7.58462
1137.91,9.45821
1138.13,12.0351
1138.33,15.1446
1138.49,18.7493
1138.65,23.4723
1138.81,29.9564
1138.95,37.546
1139.09,47.8077
1139.22,60.7068
1139.35,77.9127
1139.48,101.66
1139.61,131.781
1139.75,175.875
1139.91,238.232
1140.09,326.768
1140.63,646.838
1140.82,729.263
1141.02,768.271
1141.06,769.417
1141.22,752.009
1141.43,682.026
1141.79,487.286
1142.08,338.147
1142.29,252.645
1142.47,195.136
1142.65,152.904
1142.83,124.217
1143.0,103.289
1143.2,85.2823
1143.43,71.7009
1143.7,59.771
1144.03,49.8626
1144.45,41.2077
1144.97,34.0917
1145.51,28.9076
1146.26,23.9611
1147.25,19.4265
1149.27,12.5737
1149.47,12.3812
1149.62,12.7571
1149.77,13.903
1149.92,16.1679
1150.05,19.1447
1150.19,23.909
1150.37,31.711
1150.79,52.9338
1150.99,59.6557
1151.15,61.3825
1151.31,59.9384
1151.51,53.9951
1152.01,33.8262
1152.23,27.3856
1152.43,23.188
1152.64,20.5037
1152.88,18.5622
1153.13,17.3821
1153.62,15.9676
1154.71,14.2286
1156.5,12.6362
1159.3,11.1945
1163.75,9.80562
1170.77,8.07728
1172.68,7.26404
1173.72,6.41246
1174.19,6.05048
1174.36,6.18489
1174.49,6.54732
1174.62,7.35826
1174.74,8.58487
1174.86,10.4545
1174.99,13.2505
1175.12,17.3635
1175.28,23.576
1175.76,46.1265
1175.95,52.106
1176.12,53.9688
1176.28,52.354
1176.47,47.2187
1176.98,27.2387
1177.15,22.0946
1177.32,18.3043
1177.49,15.7036
1177.69,13.7918
1177.96,12.3353
1178.4,11.2415
1179.22,10.314
1180.47,9.61117
1183.83,8.76435
1190.79,7.97825
1215.26,6.21635
1223.45,5.30969
1228.13,4.47934
1231.35,3.63372
1234.26,2.58776
1235.48,2.14673
1236.17,1.99524
1236.39,1.98608
1236.78,2.05174
1237.12,2.24304
1237.37,2.51917
1237.62,2.97248
1237.83,3.5536
1238.02,4.29096
1238.19,5.28144
1238.34,6.42016
1238.49,8.06483
1238.62,10.004
1238.76,12.6528
1238.87,15.7352
1238.98,19.6944
1239.09,24.9481
1239.2,31.9211
1239.31,41.1426
1239.42,53.6983
1239.54,70.7021
1239.66,93.8588
1239.79,124.888
1239.94,172.307
1240.12,239.197
1240.65,480.973
1240.86,547.556
1241.04,571.531
1241.07,571.977
1241.22,560.009
1241.42,510.175
1241.76,377.057
1242.06,256.307
1242.26,191.643
1242.43,150.813
1242.59,119.936
1242.76,97.2335
1242.93,79.8232
1243.11,67.4049
1243.33,56.5223
1243.6,47.2488
1243.97,39.2787
1244.41,33.052
1244.9,28.3422
1245.6,24.0011
1246.29,21.1001
1247.22,18.4786
1248.68,15.8482
1250.36,13.9954
1252.11,12.7337
1255.62,11.193
1259.14,10.2775
1266.74,9.1378
1281.95,7.92994
1296.47,6.86272
1302.17,6.1137
1305.45,5.33754
1307.44,4.54508
1308.72,3.78107
1310.15,2.67028
1310.41,2.56297
1310.6,2.63119
1310.73,2.83095
1310.82,3.12081
1310.92,3.59201
1311.02,4.32282
1311.1,5.2051
1311.18,6.57683
1311.27,8.26888
1311.35,10.513
1311.43,13.8155
1311.52,18.1669
1311.62,24.4263
1311.72,32.5119
1311.83,44.3548
1311.96,61.6076
1312.12,88.1658
1312.34,135.463
1312.69,208.106
1312.87,235.078
1313.05,246.648
1313.09,246.859
1313.27,237.608
1313.5,206.009
1314.0,110.191
1314.18,83.5094
1314.34,64.1063
1314.49,51.4402
1314.65,41.1021
1314.79,34.609
1314.97,28.9351
1315.19,24.5832
1315.41,21.7981
1315.7,19.3618
1316.17,16.9038
1316.88,14.6944
1317.76,13.0904
1318.77,11.9304
1320.91,10.5524
1323.26,9.7317
1328.1,8.82954
1337.65,7.94639
1352.36,6.87641
1357.87,6.21518
1361.18,5.54472
1363.54,4.75816
1365.04,3.99525
1366.38,3.04268
1367.01,2.57443
1367.32,2.46868
1367.48,2.53345
1367.61,2.70413
1367.73,3.05321
1367.84,3.58851
1367.94,4.30068
1368.02,5.24005
1368.11,6.58093
1368.2,8.42551
1368.29,10.9196
1368.38,14.2342
1368.47,18.5629
1368.56,24.8156
1368.66,32.6882
1368.77,43.6757
1368.89,59.8962
1369.04,84.201
1369.24,125.956
1369.66,219.016
1369.86,250.018
1370.06,263.511
1370.07,263.676
1370.25,256.331
1370.44,231.892
1370.8,163.61
1371.06,114.29
1371.25,84.8446
1371.41,66.4607
1371.56,52.7457
1371.7,43.928
1371.86,36.6519
1372.06,30.5043
1372.26,26.4298
1372.5,23.2264
1372.9,19.9364
1373.31,17.8636
1373.9,15.8676
1374.88,13.8606
1376.0,12.509
1377.88,11.2072
1380.47,10.2259
1384.02,9.49356
1392.05,8.69168
1410.27,7.95281
1440.37,7.1301
1444.37,6.83183
1446.93,6.38455
1448.32,5.80255
1448.95,5.44678
1449.05,5.44485
1449.23,5.58697
1449.42,6.07726
1449.56,6.82323
1449.71,8.10533
1449.84,9.83476
1449.99,12.5255
1450.18,16.8764
1450.5,26.5374
1450.78,34.4561
1450.99,38.2233
1451.14,38.9799
1451.33,37.7617
1451.55,33.799
1452.08,20.7252
1452.31,16.3576
1452.49,13.9356
1452.7,12.1559
1452.95,10.8257
1453.25,9.97831
1453.78,9.2738
1454.32,8.90347
1456.14,8.29793
1460.34,7.8184
1475.24,7.35281
1523.22,6.55469
1530.63,6.2349
1534.88,5.79643
1537.01,5.27761
1538.01,4.80476
1538.57,4.44049
1538.81,4.35992
1538.98,4.43383
1539.15,4.76023
1539.27,5.21505
1539.4,6.01712
1539.52,7.25946
1539.65,9.06911
1539.77,11.5675
1539.89,14.8492
1540.04,19.8729
1540.26,28.9934
1540.68,48.4822
1540.9,55.5309
1541.09,57.9616
1541.11,57.9858
1541.32,55.8107
1541.57,48.4877
1542.08,28.1715
1542.29,21.7681
1542.45,17.9248
1542.62,15.1242
1542.82,12.8229
1543.04,11.3258
1543.31,10.2538
1543.53,9.73659
1544.19,8.87148
1544.86,8.40368
1546.85,7.70048
1550.84,7.13452
1560.56,6.29251
1563.09,5.77396
1564.24,5.2634
1564.89,4.94658
1565.08,5.03434
1565.28,5.41792
1565.42,6.03062
1565.56,7.05963
1565.71,8.63877
1565.85,10.8878
1566.01,14.1516
1566.21,19.7936
1566.69,34.9682
1566.92,39.9384
1567.12,41.571
1567.29,40.7272
1567.53,36.5129
1568.12,21.1114
1568.34,16.8127
1568.55,13.7689
1568.77,11.7894
1568.98,10.5683
1569.31,9.56401
1569.7,8.95317
1570.56,8.31648
1572.52,7.70886
1576.92,7.22103
1591.24,6.73137
1624.27,6.03554
1625.12,5.98948
1626.77,6.21812
1633.12,5.92953
1645.76,5.45765
1652.54,4.95134
1656.13,4.40324
1657.99,3.89352
1659.24,3.34837
1660.22,2.80183
1660.38,2.76167
1660.59,2.83329
1660.72,3.02981
1660.83,3.31042
1660.95,3.85401
1661.05,4.57963
1661.15,5.63158
1661.25,7.1088
1661.35,9.12485
1661.46,11.8031
1661.57,15.6652
1661.69,20.8741
1661.82,28.1904
1661.97,39.2227
1662.19,58.2724
1662.64,101.775
1662.86,116.429
1663.07,122.101
1663.09,122.147
1663.28,118.189
1663.53,103.34
1664.1,55.3536
1664.29,42.0932
1664.45,33.0978
1664.62,26.2098
1664.79,21.2554
1664.95,17.8024
1665.12,15.4342
1665.36,13.2972
1665.56,12.1231
1665.97,10.6983
1666.64,9.43149
1667.41,8.57526
1669.05,7.58061
1670.85,6.98016
1674.61,6.25137
1680.15,5.37563
1681.87,4.89332
1682.88,4.50642
1683.16,4.66032
1683.35,5.04893
1683.49,5.59365
1683.64,6.43495
1683.79,7.79898
1683.95,9.67292
1684.16,12.9045
1684.72,23.1753
1684.95,25.9723
1685.13,26.6921
1685.31,26.1247
1685.57,23.3843
1686.17,14.0282
1686.41,11.3053
1686.65,9.43597
1686.84,8.45206
1687.12,7.5583
1687.5,6.95736
1688.13,6.488
1689.52,5.982
1693.73,5.1911
1698.97,4.27926
1701.95,3.5292
1704.26,2.7117
1705.68,2.14766
1706.25,2.02017
1706.32,2.01761
1706.6,2.06394
1706.81,2.1926
1706.99,2.39598
1707.16,2.7462
1707.3,3.21489
1707.41,3.76377
1707.54,4.64902
1707.65,5.76993
1707.76,7.19217
1707.86,9.04852
1707.96,11.5104
1708.07,14.7437
1708.17,19.2086
1708.28,24.6621
1708.39,32.4071
1708.52,43.6243
1708.66,59.6636
1708.82,82.0519
1709.02,118.191
1709.6,241.887
1709.84,277.421
1710.06,291.396
1710.08,291.574
1710.3,282.053
1710.55,248.047
1711.17,130.437
1711.4,96.0934
1711.57,75.9933
1711.74,60.5974
1711.91,49.1782
1712.11,39.7336
1712.31,33.2663
1712.54,28.2559
1712.82,24.1335
1713.15,21.0362
1713.58,18.2841
1714.12,15.995
1714.83,13.9882
1715.69,12.4119
1716.82,11.0299
1718.36,9.82966
1720.92,8.60615
1725.47,7.32613
1731.09,6.00158
1733.39,5.15702
1734.57,4.45737
1735.45,3.81152
1735.58,3.79072
1735.77,3.9271
1735.89,4.17975
1736.02,4.71365
1736.13,5.41124
1736.23,6.43426
1736.34,7.87425
1736.45,9.83129
1736.57,12.7782
1736.68,16.6428
1736.83,22.6873
1736.99,31.4923
1737.23,47.0061
1737.64,76.6344
1737.88,88.32
1738.08,92.4083
1738.11,92.4642
1738.31,89.4335
1738.54,79.8334
1739.15,42.3396
1739.35,32.8809
1739.52,26.2332
1739.7,21.325
1739.87,17.855
1740.08,15.154
1740.33,13.1634
1740.54,12.0985
1740.96,10.8275
1741.62,9.74333
1742.79,8.67697
1744.58,7.76957
1749.71,5.9478
1750.89,5.24411
1751.63,4.73584
1751.68,4.72779
1751.91,4.8509
1752.05,5.14309
1752.19,5.71048
1752.33,6.6751
1752.45,7.98941
1752.59,10.0559
1752.72,12.9037
1752.88,17.2334
1753.05,23.3868
1753.33,36.0109
1753.69,51.7507
1753.92,58.735
1754.13,60.8823
1754.32,59.1377
1754.56,52.7193
1755.18,29.0598
1755.41,22.299
1755.62,17.9172
1755.8,15.2084
1756.03,13.0354
1756.27,11.6423
1756.57,10.636
1757.18,9.60839
1758.29,8.72178
1760.51,7.90139
1764.95,7.17746
1774.21,6.44426
1798.55,4.98356
1806.39,4.2633
1810.79,3.64105
1813.61,3.04299
1815.89,2.34138
1816.46,2.15724
1816.89,2.07787
1817.16,2.1347
1817.32,2.26925
1817.48,2.55006
1817.62,2.96861
1817.72,3.4695
1817.82,4.11341
1817.92,5.12091
1818.03,6.52044
1818.14,8.42641
1818.25,10.9693
1818.35,14.2919
1818.47,19.0026
1818.58,24.7657
1818.73,34.032
1818.9,48.0068
1819.13,71.5859
1819.6,122.815
1819.85,141.261
1820.06,147.122
1820.26,142.921
1820.52,125.898
1821.16,62.3793
1821.34,47.3411
1821.53,35.5445
1821.68,28.3076
1821.83,22.6616
1821.99,18.5316
1822.17,15.1543
1822.32,13.1412
1822.52,11.3557
1822.73,10.0453
1823.08,8.68723
1823.51,7.60447
1824.13,6.56693
1824.97,5.62973
1826.29,4.63331
1828.51,3.393
1830.88,2.27227
1831.58,2.038
1831.99,1.98211
1832.27,2.01828
1832.53,2.142
1832.75,2.37906
1832.93,2.68486
1833.1,3.1662
1833.24,3.77193
1833.37,4.5775
1833.5,5.63624
1833.62,7.10631
1833.73,8.84883
1833.85,11.3809
1833.96,14.5754
1834.07,18.7542
1834.19,24.8398
1834.31,32.3369
1834.43,42.3737
1834.57,56.6858
1834.74,78.0493
1834.93,109.837
1835.27,176.957
1835.63,246.814
1835.86,276.724
1836.09,287.074
1836.32,275.779
1836.6,238.568
1837.21,128.498
1837.44,94.5076
1837.63,72.491
1837.82,56.733
1838.0,45.2162
1838.19,36.9663
1838.39,30.8411
1838.64,25.499
1838.91,21.5899
1839.25,18.4573
1839.71,15.5738
1840.27,13.2699
1841.07,11.0662
1842.0,9.3712
1843.37,7.67806
1845.14,6.15442
1848.12,4.2137
1851.06,2.5254
1851.84,2.16725
1852.43,2.0021
1852.63,1.98681
1852.92,2.02539
1853.17,2.13883
1853.39,2.33528
1853.61,2.66702
1853.79,3.09924
1853.97,3.74694
1854.14,4.60701
1854.28,5.66652
1854.41,7.01477
1854.54,8.85765
1854.66,11.0584
1854.77,13.7549
1854.88,17.2356
1854.99,21.6996
1855.12,28.6766
1855.25,37.5458
1855.39,49.804
1855.53,66.7654
1855.7,90.6389
1855.9,127.838
1856.25,205.954
1856.59,279.937
1856.82,316.185
1857.05,330.861
1857.08,331.064
1857.33,317.906
1857.58,280.073
1858.24,147.666
1858.46,110.085
1858.67,83.6808
1858.85,65.4999
1859.03,52.3428
1859.22,42.6477
1859.42,34.8578
1859.66,28.2498
1859.92,23.4743
1860.22,19.4299
1860.62,15.7173
1861.11,12.4566
1861.68,9.58567
1862.34,6.97811
1862.85,5.33867
1863.14,4.6549
1863.35,4.42534
1863.37,4.42275
1863.47,4.47278
1863.6,4.76595
1863.7,5.22083
1863.82,6.10324
1863.92,7.30296
1864.03,9.07798
1864.14,11.5424
1864.24,14.8601
1864.35,19.2067
1864.47,25.5464
1864.6,34.6549
1864.74,47.0102
1864.92,65.8418
1865.17,99.0676
1865.57,157.609
1865.8,182.327
1866.03,193.804
1866.08,194.346
1866.28,188.897
1866.54,166.813
1867.22,79.3744
1867.42,58.6748
1867.6,44.4246
1867.75,35.2432
1867.86,30.7667
1867.98,27.2163
1868.1,25.5701
