ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 1.000000E-5 eV
  
Cosine Value    Normalized Probability
5.000E-2    1.770E-1
6.123E-17   1.961E-1
-5.000E-2   2.198E-1
-1.000E-1   2.488E-1
-1.500E-1   2.834E-1
-2.000E-1   3.239E-1
-2.500E-1   3.705E-1
-3.000E-1   4.229E-1
-3.500E-1   4.813E-1
-4.000E-1   5.453E-1
-4.500E-1   6.152E-1
-5.000E-1   6.911E-1
-5.500E-1   7.737E-1
-6.000E-1   8.643E-1
-6.500E-1   9.647E-1
-7.000E-1   1.078E0
-7.500E-1   1.208E0
-8.000E-1   1.360E0
-8.500E-1   1.541E0
-9.000E-1   1.760E0
-9.500E-1   2.028E0
-1.000E0    2.359E0
ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 3.600000E+7 eV
  
Cosine Value    Normalized Probability
1.000E0     6.525E-1
9.500E-1    4.345E-1
9.000E-1    2.794E-1
8.500E-1    1.732E-1
8.000E-1    1.041E-1
7.500E-1    6.262E-2
7.000E-1    4.105E-2
6.500E-1    3.338E-2
6.000E-1    3.497E-2
5.500E-1    4.241E-2
5.000E-1    5.323E-2
4.500E-1    6.580E-2
4.000E-1    7.914E-2
3.500E-1    9.275E-2
3.000E-1    1.065E-1
2.500E-1    1.205E-1
2.000E-1    1.351E-1
1.500E-1    1.505E-1
1.000E-1    1.673E-1
5.000E-2    1.858E-1
6.123E-17   2.062E-1
-5.000E-2   2.289E-1
-1.000E-1   2.540E-1
-1.500E-1   2.818E-1
-2.000E-1   3.123E-1
-2.500E-1   3.459E-1
-3.000E-1   3.829E-1
-3.500E-1   4.241E-1
-4.000E-1   4.704E-1
-4.500E-1   5.232E-1
-5.000E-1   5.849E-1
-5.500E-1   6.581E-1
-6.000E-1   7.468E-1
-6.500E-1   8.561E-1
-7.000E-1   9.923E-1
-7.500E-1   1.164E0
-8.000E-1   1.380E0
-8.500E-1   1.653E0
-9.000E-1   1.997E0
-9.500E-1   2.429E0
-1.000E0    2.971E0
ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 4.630000E+7 eV
  
Cosine Value    Normalized Probability
1.000E0     5.303E-1
9.500E-1    3.332E-1
9.000E-1    2.017E-1
8.500E-1    1.189E-1
8.000E-1    7.095E-2
7.500E-1    4.713E-2
7.000E-1    3.902E-2
6.500E-1    4.034E-2
6.000E-1    4.659E-2
5.500E-1    5.474E-2
5.000E-1    6.293E-2
4.500E-1    7.024E-2
4.000E-1    7.646E-2
3.500E-1    8.185E-2
3.000E-1    8.702E-2
2.500E-1    9.273E-2
2.000E-1    9.979E-2
1.500E-1    1.090E-1
1.000E-1    1.209E-1
5.000E-2    1.360E-1
6.123E-17   1.545E-1
-5.000E-2   1.766E-1
-1.000E-1   2.021E-1
-1.500E-1   2.308E-1
-2.000E-1   2.626E-1
-2.500E-1   2.971E-1
-3.000E-1   3.347E-1
-3.500E-1   3.757E-1
-4.000E-1   4.211E-1
-4.500E-1   4.729E-1
-5.000E-1   5.338E-1
-5.500E-1   6.080E-1
-6.000E-1   7.011E-1
-6.500E-1   8.208E-1
-7.000E-1   9.770E-1
-7.500E-1   1.182E0
-8.000E-1   1.451E0
-8.500E-1   1.804E0
-9.000E-1   2.262E0
-9.500E-1   2.853E0
-1.000E0    3.609E0
ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 5.300000E+7 eV
  
Cosine Value    Normalized Probability
1.000E0     4.760E-1
9.500E-1    3.304E-1
9.000E-1    2.262E-1
8.500E-1    1.546E-1
8.000E-1    1.082E-1
7.500E-1    8.071E-2
7.000E-1    6.700E-2
6.500E-1    6.286E-2
6.000E-1    6.499E-2
5.500E-1    7.084E-2
5.000E-1    7.851E-2
4.500E-1    8.671E-2
4.000E-1    9.461E-2
3.500E-1    1.018E-1
3.000E-1    1.083E-1
2.500E-1    1.143E-1
2.000E-1    1.202E-1
1.500E-1    1.267E-1
1.000E-1    1.345E-1
5.000E-2    1.444E-1
6.123E-17   1.574E-1
-5.000E-2   1.743E-1
-1.000E-1   1.960E-1
-1.500E-1   2.235E-1
-2.000E-1   2.575E-1
-2.500E-1   2.990E-1
-3.000E-1   3.487E-1
-3.500E-1   4.076E-1
-4.000E-1   4.763E-1
-4.500E-1   5.559E-1
-5.000E-1   6.471E-1
-5.500E-1   7.510E-1
-6.000E-1   8.688E-1
-6.500E-1   1.002E0
-7.000E-1   1.151E0
-7.500E-1   1.320E0
-8.000E-1   1.509E0
-8.500E-1   1.722E0
-9.000E-1   1.961E0
-9.500E-1   2.231E0
-1.000E0    2.536E0
ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 9.000000E+7 eV
  
Cosine Value    Normalized Probability
1.000E0     6.338E-1
9.500E-1    3.792E-1
9.000E-1    2.456E-1
8.500E-1    1.801E-1
8.000E-1    1.486E-1
7.500E-1    1.311E-1
7.000E-1    1.171E-1
6.500E-1    1.024E-1
6.000E-1    8.666E-2
5.500E-1    7.113E-2
5.000E-1    5.788E-2
4.500E-1    4.870E-2
4.000E-1    4.475E-2
3.500E-1    4.633E-2
3.000E-1    5.299E-2
2.500E-1    6.367E-2
2.000E-1    7.696E-2
1.500E-1    9.141E-2
1.000E-1    1.058E-1
5.000E-2    1.192E-1
6.123E-17   1.315E-1
-5.000E-2   1.431E-1
-1.000E-1   1.552E-1
-1.500E-1   1.693E-1
-2.000E-1   1.875E-1
-2.500E-1   2.121E-1
-3.000E-1   2.450E-1
-3.500E-1   2.882E-1
-4.000E-1   3.428E-1
-4.500E-1   4.099E-1
-5.000E-1   4.898E-1
-5.500E-1   5.833E-1
-6.000E-1   6.917E-1
-6.500E-1   8.188E-1
-7.000E-1   9.720E-1
-7.500E-1   1.165E0
-8.000E-1   1.422E0
-8.500E-1   1.779E0
-9.000E-1   2.293E0
-9.500E-1   3.044E0
-1.000E0    4.147E0
ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 1.290000E+8 eV
  
Cosine Value    Normalized Probability
1.000E0     7.976E-1
9.500E-1    4.670E-1
9.000E-1    3.007E-1
8.500E-1    2.260E-1
8.000E-1    1.967E-1
7.500E-1    1.857E-1
7.000E-1    1.790E-1
6.500E-1    1.709E-1
6.000E-1    1.605E-1
5.500E-1    1.492E-1
5.000E-1    1.394E-1
4.500E-1    1.329E-1
4.000E-1    1.307E-1
3.500E-1    1.329E-1
3.000E-1    1.388E-1
2.500E-1    1.468E-1
2.000E-1    1.554E-1
1.500E-1    1.631E-1
1.000E-1    1.686E-1
5.000E-2    1.714E-1
6.123E-17   1.719E-1
-5.000E-2   1.708E-1
-1.000E-1   1.696E-1
-1.500E-1   1.699E-1
-2.000E-1   1.734E-1
-2.500E-1   1.813E-1
-3.000E-1   1.942E-1
-3.500E-1   2.116E-1
-4.000E-1   2.324E-1
-4.500E-1   2.550E-1
-5.000E-1   2.782E-1
-5.500E-1   3.026E-1
-6.000E-1   3.329E-1
-6.500E-1   3.808E-1
-7.000E-1   4.693E-1
-7.500E-1   6.384E-1
-8.000E-1   9.518E-1
-8.500E-1   1.506E0
-9.000E-1   2.441E0
-9.500E-1   3.952E0
-1.000E0    6.309E0
ENDF/B-VII.1 Angular Distribution of Neutrons: 1-H-2(n,elastic)
Incident Neutron Energy: 1.500000E+8 eV
  
Cosine Value    Normalized Probability
1.000E0     5.360E-1
9.500E-1    3.469E-1
9.000E-1    2.553E-1
8.500E-1    2.126E-1
8.000E-1    1.905E-1
7.500E-1    1.745E-1
7.000E-1    1.588E-1
6.500E-1    1.426E-1
6.000E-1    1.277E-1
5.500E-1    1.160E-1
5.000E-1    1.093E-1
4.500E-1    1.082E-1
4.000E-1    1.121E-1
3.500E-1    1.198E-1
3.000E-1    1.290E-1
2.500E-1    1.378E-1
2.000E-1    1.440E-1
1.500E-1    1.466E-1
1.000E-1    1.450E-1
5.000E-2    1.398E-1
6.123E-17   1.325E-1
-5.000E-2   1.253E-1
-1.000E-1   1.207E-1
-1.500E-1   1.213E-1
-2.000E-1   1.291E-1
-2.500E-1   1.448E-1
-3.000E-1   1.682E-1
-3.500E-1   1.972E-1
-4.000E-1   2.284E-1
-4.500E-1   2.577E-1
-5.000E-1   2.816E-1
-5.500E-1   2.988E-1
-6.000E-1   3.137E-1
-6.500E-1   3.401E-1
-7.000E-1   4.068E-1
-7.500E-1   5.648E-1
-8.000E-1   8.960E-1
-8.500E-1   1.524E0
-9.000E-1   2.630E0
-9.500E-1   4.462E0
-1.000E0    7.364E0
