ENDF/B-VII.1 Angular Distribution of Neutrons: 13-Al-27(n,elastic)
Incident Neutron Energy: 1.000000E-5 eV
  
Cosine Value    Normalized Probability
-9.600E-1   6.944E-1
-9.800E-1   6.999E-1
-1.000E0    7.055E-1
ENDF/B-VII.1 Angular Distribution of Neutrons: 13-Al-27(n,elastic)
Incident Neutron Energy: 5.000000E+5 eV
  
Cosine Value    Normalized Probability
1.000E0     3.240E-1
9.800E-1    3.251E-1
9.600E-1    3.262E-1
9.400E-1    3.274E-1
9.200E-1    3.287E-1
9.000E-1    3.300E-1
8.800E-1    3.315E-1
8.600E-1    3.330E-1
8.400E-1    3.346E-1
8.200E-1    3.362E-1
8.000E-1    3.379E-1
7.800E-1    3.398E-1
7.600E-1    3.416E-1
7.400E-1    3.436E-1
7.200E-1    3.456E-1
7.000E-1    3.477E-1
6.800E-1    3.499E-1
6.600E-1    3.522E-1
6.400E-1    3.545E-1
6.200E-1    3.569E-1
6.000E-1    3.594E-1
5.800E-1    3.620E-1
5.600E-1    3.646E-1
5.400E-1    3.673E-1
5.200E-1    3.701E-1
5.000E-1    3.729E-1
4.800E-1    3.759E-1
4.600E-1    3.789E-1
4.400E-1    3.820E-1
4.200E-1    3.851E-1
4.000E-1    3.883E-1
3.800E-1    3.917E-1
3.600E-1    3.950E-1
3.400E-1    3.985E-1
3.200E-1    4.020E-1
3.000E-1    4.056E-1
2.800E-1    4.093E-1
2.600E-1    4.131E-1
2.400E-1    4.169E-1
2.200E-1    4.208E-1
2.000E-1    4.248E-1
1.800E-1    4.289E-1
1.600E-1    4.330E-1
1.400E-1    4.372E-1
1.200E-1    4.415E-1
1.000E-1    4.458E-1
8.000E-2    4.503E-1
6.000E-2    4.548E-1
4.000E-2    4.594E-1
2.000E-2    4.640E-1
6.123E-17   4.687E-1
-2.000E-2   4.736E-1
-4.000E-2   4.784E-1
-6.000E-2   4.834E-1
-8.000E-2   4.884E-1
-1.000E-1   4.935E-1
-1.200E-1   4.987E-1
-1.400E-1   5.040E-1
-1.600E-1   5.093E-1
-1.800E-1   5.147E-1
-2.000E-1   5.202E-1
-2.200E-1   5.258E-1
-2.400E-1   5.314E-1
-2.600E-1   5.371E-1
-2.800E-1   5.429E-1
-3.000E-1   5.487E-1
-3.200E-1   5.547E-1
-3.400E-1   5.607E-1
-3.600E-1   5.668E-1
-3.800E-1   5.729E-1
-4.000E-1   5.791E-1
-4.200E-1   5.855E-1
-4.400E-1   5.918E-1
-4.600E-1   5.983E-1
-4.800E-1   6.048E-1
-5.000E-1   6.114E-1
-5.200E-1   6.181E-1
-5.400E-1   6.249E-1
-5.600E-1   6.317E-1
-5.800E-1   6.386E-1
-6.000E-1   6.456E-1
-6.200E-1   6.526E-1
-6.400E-1   6.598E-1
-6.600E-1   6.670E-1
-6.800E-1   6.743E-1
-7.000E-1   6.816E-1
-7.200E-1   6.891E-1
-7.400E-1   6.966E-1
-7.600E-1   7.042E-1
-7.800E-1   7.118E-1
-8.000E-1   7.195E-1
-8.200E-1   7.273E-1
-8.400E-1   7.352E-1
-8.600E-1   7.432E-1
-8.800E-1   7.512E-1
-9.000E-1   7.593E-1
-9.200E-1   7.675E-1
-9.400E-1   7.758E-1
-9.600E-1   7.841E-1
-9.800E-1   7.925E-1
-1.000E0    8.010E-1
ENDF/B-VII.1 Angular Distribution of Neutrons: 13-Al-27(n,elastic)
Incident Neutron Energy: 6.000000E+5 eV
  
Cosine Value    Normalized Probability
1.000E0     2.925E-1
9.800E-1    2.927E-1
9.600E-1    2.930E-1
9.400E-1    2.935E-1
9.200E-1    2.941E-1
9.000E-1    2.947E-1
8.800E-1    2.956E-1
8.600E-1    2.965E-1
8.400E-1    2.975E-1
8.200E-1    2.987E-1
8.000E-1    3.000E-1
7.800E-1    3.014E-1
7.600E-1    3.029E-1
7.400E-1    3.046E-1
7.200E-1    3.064E-1
7.000E-1    3.082E-1
6.800E-1    3.103E-1
6.600E-1    3.124E-1
6.400E-1    3.146E-1
6.200E-1    3.170E-1
6.000E-1    3.195E-1
5.800E-1    3.221E-1
5.600E-1    3.248E-1
5.400E-1    3.277E-1
5.200E-1    3.307E-1
5.000E-1    3.337E-1
4.800E-1    3.370E-1
4.600E-1    3.403E-1
4.400E-1    3.437E-1
4.200E-1    3.473E-1
4.000E-1    3.510E-1
3.800E-1    3.548E-1
3.600E-1    3.587E-1
3.400E-1    3.628E-1
3.200E-1    3.670E-1
3.000E-1    3.712E-1
2.800E-1    3.757E-1
2.600E-1    3.802E-1
2.400E-1    3.848E-1
2.200E-1    3.896E-1
2.000E-1    3.945E-1
1.800E-1    3.995E-1
1.600E-1    4.046E-1
1.400E-1    4.099E-1
1.200E-1    4.153E-1
1.000E-1    4.207E-1
8.000E-2    4.264E-1
6.000E-2    4.321E-1
4.000E-2    4.379E-1
2.000E-2    4.439E-1
6.123E-17   4.500E-1
-2.000E-2   4.562E-1
-4.000E-2   4.625E-1
-6.000E-2   4.690E-1
-8.000E-2   4.756E-1
-1.000E-1   4.822E-1
-1.200E-1   4.891E-1
-1.400E-1   4.960E-1
-1.600E-1   5.030E-1
-1.800E-1   5.102E-1
-2.000E-1   5.175E-1
-2.200E-1   5.249E-1
-2.400E-1   5.324E-1
-2.600E-1   5.401E-1
-2.800E-1   5.478E-1
-3.000E-1   5.557E-1
-3.200E-1   5.637E-1
-3.400E-1   5.719E-1
-3.600E-1   5.801E-1
-3.800E-1   5.885E-1
-4.000E-1   5.970E-1
-4.200E-1   6.056E-1
-4.400E-1   6.143E-1
-4.600E-1   6.232E-1
-4.800E-1   6.321E-1
-5.000E-1   6.412E-1
-5.200E-1   6.504E-1
-5.400E-1   6.598E-1
-5.600E-1   6.692E-1
-5.800E-1   6.788E-1
-6.000E-1   6.885E-1
-6.200E-1   6.983E-1
-6.400E-1   7.082E-1
-6.600E-1   7.183E-1
-6.800E-1   7.284E-1
-7.000E-1   7.387E-1
-7.200E-1   7.491E-1
-7.400E-1   7.597E-1
-7.600E-1   7.703E-1
-7.800E-1   7.811E-1
-8.000E-1   7.920E-1
-8.200E-1   8.030E-1
-8.400E-1   8.141E-1
-8.600E-1   8.254E-1
-8.800E-1   8.367E-1
-9.000E-1   8.482E-1
-9.200E-1   8.598E-1
-9.400E-1   8.716E-1
-9.600E-1   8.834E-1
-9.800E-1   8.954E-1
-1.000E0    9.075E-1
ENDF/B-VII.1 Angular Distribution of Neutrons: 13-Al-27(n,elastic)
Incident Neutron Energy: 7.000000E+5 eV
  
Cosine Value    Normalized Probability
1.000E0     2.785E-1
9.800E-1    2.778E-1
9.600E-1    2.773E-1
9.400E-1    2.770E-1
9.200E-1    2.768E-1
9.000E-1    2.767E-1
8.800E-1    2.768E-1
8.600E-1    2.770E-1
