0.1 , 1.38814e-33
0.107978 , 4.25468e-33
0.116591 , 1.26605e-32
0.125893 , 3.66028e-32
0.135936 , 1.02889e-31
0.14678 , 2.81402e-31
0.158489 , 7.49352e-31
0.17113299999999998 , 1.9442e-30
0.184785 , 4.91784e-30
0.199526 , 1.21358e-29
0.215443 , 2.92342e-29
0.23263099999999998 , 6.87875e-29
0.25118900000000005 , 1.5819e-28
0.27122700000000005 , 3.55756e-28
0.292864 , 7.8284e-28
0.316228 , 1.68647e-27
0.341455 , 3.55881e-27
0.368695 , 7.35994e-27
0.398107 , 1.49249e-26
0.42986599999999997 , 2.96911e-26
0.464159 , 5.7974e-26
0.501187 , 1.11156e-25
0.54117 , 2.09377e-25
0.584341 , 3.87625e-25
0.630957 , 7.05619e-25
0.681292 , 1.26354e-24
0.735642 , 2.2266e-24
0.7943279999999999 , 3.86286e-24
0.857696 , 6.6002e-24
0.926119 , 1.1111e-23
1.0 , 1.84356e-23
1.07978 , 3.01601e-23
1.16591 , 4.8668e-23
1.2589299999999999 , 7.74917e-23
1.35936 , 1.21799e-22
1.4678 , 1.89054e-22
1.5848900000000001 , 2.89916e-22
1.71133 , 4.39435e-22
1.84785 , 6.58626e-22
1.99526 , 9.76502e-22
2.15443 , 1.43266e-21
2.32631 , 2.08043e-21
2.51189 , 2.99073e-21
2.71227 , 4.25645e-21
2.92864 , 5.99757e-21
3.16228 , 8.36665e-21
3.41455 , 1.15549e-20
3.68695 , 1.57989e-20
3.98107 , 2.13869e-20
4.29866 , 2.86664e-20
4.64159 , 3.80527e-20
5.01187 , 5.00342e-20
5.411700000000001 , 6.51834e-20
5.84341 , 8.41636e-20
6.30957 , 1.07739e-19
6.81292 , 1.36778e-19
7.35642 , 1.7227e-19
7.943280000000001 , 2.15319e-19
8.57696 , 2.67164e-19
9.261190000000001 , 3.29166e-19
10.0 , 4.02827e-19
10.7978 , 4.89772e-19
11.6591 , 5.91765e-19
12.5893 , 7.10678e-19
13.5936 , 8.485e-19
14.678 , 1.00734e-18
15.848899999999999 , 1.18937e-18
17.113300000000002 , 1.39687e-18
18.478499999999997 , 1.63215e-18
19.9526 , 1.89759e-18
21.5443 , 2.19557e-18
23.263099999999998 , 2.5286e-18
25.1189 , 2.89907e-18
27.1227 , 3.30942e-18
29.2864 , 3.76216e-18
31.622799999999998 , 4.25977e-18
34.145500000000006 , 4.80483e-18
36.8695 , 5.39984e-18
39.8107 , 6.04758e-18
42.9866 , 6.75082e-18
46.4159 , 7.5126e-18
50.118700000000004 , 8.33623e-18
54.117 , 9.22535e-18
58.4341 , 1.0184e-17
63.09570000000001 , 1.1217e-17
68.1292 , 1.23296e-17
73.5642 , 1.3528e-17
79.4328 , 1.48195e-17
85.7696 , 1.62121e-17
92.61189999999999 , 1.77154e-17
100.0 , 1.93399e-17
107.97800000000001 , 2.10972e-17
116.591 , 2.3e-17
125.893 , 2.50611e-17
135.936 , 2.72933e-17
146.78 , 2.97082e-17
158.489 , 3.23157e-17
171.133 , 3.51217e-17
184.785 , 3.81283e-17
199.526 , 4.1331e-17
215.44299999999998 , 4.4719e-17
232.631 , 4.82735e-17
251.189 , 5.19678e-17
271.227 , 5.57673e-17
292.86400000000003 , 5.96305e-17
316.228 , 6.35092e-17
341.455 , 6.73517e-17
368.695 , 7.11034e-17
398.10699999999997 , 7.47094e-17
429.86600000000004 , 7.81166e-17
464.159 , 8.1276e-17
501.18700000000007 , 8.41436e-17
541.1700000000001 , 8.66834e-17
584.341 , 8.88672e-17
630.957 , 9.06753e-17
681.292 , 9.20974e-17
735.642 , 9.31323e-17
794.3280000000001 , 9.37867e-17
857.696 , 9.40756e-17
926.119 , 9.40195e-17
1000.0 , 9.36462e-17
